activity_id,source_compendium,category_name_vi,category_name_en,description_vi,description_en,met_value,met_type,baseline_value,baseline_unit,intensity_level,suitable_for_beginner,suitable_for_elderly,suitable_for_wheelchair_user,source_url
adult_02210,adult,bài tập thể lực,Conditioning Exercise,"High intensity interval exercise, vừa nỗ lực","High intensity interval exercise, moderate effort",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02214,adult,bài tập thể lực,Conditioning Exercise,"High intensity interval exercise, burpees, mountain climbers, squat jumps, Tabata, mạnh nỗ lực","High intensity interval exercise, burpees, mountain climbers, squat jumps, Tabata, vigorous effort",11.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02225,adult,bài tập thể lực,Conditioning Exercise,"Balance Exercise Assist Robot (BEAR), simulated skiing, tennis, rodeo","Balance Exercise Assist Robot (BEAR), simulated skiing, tennis, rodeo",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/conditioning-exercise
adult_02230,adult,bài tập thể lực,Conditioning Exercise,Hooping (formerly known as hula® hooping),Hooping (formerly known as hula® hooping),5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/conditioning-exercise
adult_02240,adult,bài tập thể lực,Conditioning Exercise,"Impulse Training System, Inertial Exercise Trainer","Impulse Training System, Inertial Exercise Trainer",9.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02280,adult,bài tập thể lực,Conditioning Exercise,"Virtual Reality Fitness, Supernatural™ “Flow”, “Boxing” mạnh intensity","Virtual Reality Fitness, Supernatural™ “Flow”, “Boxing” vigorous intensity",7.9,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02284,adult,bài tập thể lực,Conditioning Exercise,"ExerCube, workout series","ExerCube, workout series",9.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02288,adult,bài tập thể lực,Conditioning Exercise,"Blackbox Immersive virtual reality exergaming system, mạnh intensity","Blackbox Immersive virtual reality exergaming system, vigorous intensity",13.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02300,adult,bài tập thể lực,Conditioning Exercise,"Wand exercise, Life-Build-Line","Wand exercise, Life-Build-Line",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/conditioning-exercise
adult_02310,adult,bài tập thể lực,Conditioning Exercise,"Zumba, group class","Zumba, group class",6.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/conditioning-exercise
adult_02315,adult,bài tập thể lực,Conditioning Exercise,"Zumba, home video","Zumba, home video",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/conditioning-exercise
adult_02340,adult,bài tập thể lực,Conditioning Exercise,"Sit to stand exercise, 6-12 times/min","Sit to stand exercise, 6-12 times/min",2.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/conditioning-exercise
adult_02344,adult,bài tập thể lực,Conditioning Exercise,"Sit to stand exercise, 18-24 times/min","Sit to stand exercise, 18-24 times/min",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/conditioning-exercise
adult_03005,adult,khiêu vũ / nhảy,Dancing,"Afro-Cuban salsa (Cuban cha-cha-cha, mambo, Afro rumba, contratiempo son steps, orisha/santo movements)","Afro-Cuban salsa (Cuban cha-cha-cha, mambo, Afro rumba, contratiempo son steps, orisha/santo movements)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03010,adult,khiêu vũ / nhảy,Dancing,"Ballet, modern, hoặc jazz chung, rehearsal hoặc class","Ballet, modern, or jazz general, rehearsal or class",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03011,adult,khiêu vũ / nhảy,Dancing,"Ballet exercises (plie, tendus, jetes, rond de Jambes, fondus, grand battement, grand adage, sautes, temp Leve’s)","Ballet exercises (plie, tendus, jetes, rond de Jambes, fondus, grand battement, grand adage, sautes, temp Leve’s)",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03012,adult,khiêu vũ / nhảy,Dancing,"Ballet, modern, hoặc jazz, performance, mạnh nỗ lực","Ballet, modern, or jazz, performance, vigorous effort",6.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03014,adult,khiêu vũ / nhảy,Dancing,Tap,Tap,4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03025,adult,khiêu vũ / nhảy,Dancing,"Ethnic hoặc cultural khiêu vũ (e.g. Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flamenco, belly, và swing)","Ethnic or cultural dancing (e.g. Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flamenco, belly, and swing)",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03028,adult,khiêu vũ / nhảy,Dancing,"Chinese square dance, Ballet & Tibetan dance","Chinese square dance, Ballet & Tibetan dance",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03029,adult,khiêu vũ / nhảy,Dancing,"Chinese square dance, aerobic dance","Chinese square dance, aerobic dance",7.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03030,adult,khiêu vũ / nhảy,Dancing,"Ballroom khiêu vũ, nhanh (Taylor Code 125)","Ballroom dancing, fast (Taylor Code 125)",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03031,adult,khiêu vũ / nhảy,Dancing,"Nightclub hoặc folk khiêu vũ, mạnh nỗ lực (e.g., nightclub, disco, folk, line khiêu vũ, Irish step khiêu vũ, polka, contra)","Nightclub or folk dancing, vigorous effort (e.g., nightclub, disco, folk, line dancing, Irish step dancing, polka, contra)",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03033,adult,khiêu vũ / nhảy,Dancing,"Folk khiêu vũ, vừa nỗ lực","Folk dancing, moderate effort",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03038,adult,khiêu vũ / nhảy,Dancing,"Ballroom khiêu vũ, competitive, chung","Ballroom dancing, competitive, general",11.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03039,adult,khiêu vũ / nhảy,Dancing,"Ballroom dance, DanceSport competition (modern waltz, tango, Viennese waltz, chậm fox, quick step, samba, chacha, rumba, paso doble, jive)","Ballroom dance, DanceSport competition (modern waltz, tango, Viennese waltz, slow fox, quick step, samba, chacha, rumba, paso doble, jive)",13.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03040,adult,khiêu vũ / nhảy,Dancing,"Ballroom, chậm, examples: waltz, foxtrot, chậm khiêu vũ, samba tango, rumba, 19th century dance, mambo, cha cha","Ballroom, slow, examples: waltz, foxtrot, slow dancing, samba tango, rumba, 19th century dance, mambo, cha cha",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03042,adult,khiêu vũ / nhảy,Dancing,"Ballroom Dance, Recreational (Waltz, Foxtrot, Cha-cha, Swing)","Ballroom Dance, Recreational (Waltz, Foxtrot, Cha-cha, Swing)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03050,adult,khiêu vũ / nhảy,Dancing,"Anishinaabe Jingle khiêu vũ, brisk tốc độ, other traditional American Indian khiêu vũ performed by women, vừa nỗ lực","Anishinaabe Jingle dancing, brisk pace, other traditional American Indian dancing performed by women, moderate effort",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03060,adult,khiêu vũ / nhảy,Dancing,"Caribbean dance (Abakua, Beguine, Bellair, Bongo, Brukin’s, Caribbean Quadrills, Dinki Mini, Gere, Gumbay, Ibo, Jonkonnu, Kumina, Oreisha, Jambu)","Caribbean dance (Abakua, Beguine, Bellair, Bongo, Brukin’s, Caribbean Quadrills, Dinki Mini, Gere, Gumbay, Ibo, Jonkonnu, Kumina, Oreisha, Jambu)",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03070,adult,khiêu vũ / nhảy,Dancing,"Contemporary khiêu vũ, chung","Contemporary dancing, general",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03072,adult,khiêu vũ / nhảy,Dancing,"Contemporary khiêu vũ, nightclub","Contemporary dancing, nightclub",4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03075,adult,khiêu vũ / nhảy,Dancing,Flamenco dance,Flamenco dance,8.5,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03078,adult,khiêu vũ / nhảy,Dancing,"Jazz khiêu vũ, chung","Jazz dancing, general",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03080,adult,khiêu vũ / nhảy,Dancing,"Musical Theater, Singing/dancing","Musical Theater, Singing/dancing",10.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03085,adult,khiêu vũ / nhảy,Dancing,"Polynesian dance, Hawaiian hula chậm, Maori haka, Tongan","Polynesian dance, Hawaiian hula slow, Maori haka, Tongan",5.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03086,adult,khiêu vũ / nhảy,Dancing,"Polynesian dance, Hawaiian hula nhanh, Samoan sasa, Fijian style nhanh, Filipino Tinikling","Polynesian dance, Hawaiian hula fast, Samoan sasa, Fijian style fast, Filipino Tinikling",7.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03087,adult,khiêu vũ / nhảy,Dancing,"Polynesian dance, Samoan slap, Tahitian","Polynesian dance, Samoan slap, Tahitian",8.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03090,adult,khiêu vũ / nhảy,Dancing,"Salsa khiêu vũ, với partner","Salsa Dancing, with partner",4.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_03091,adult,khiêu vũ / nhảy,Dancing,"Salsa khiêu vũ, to a video","Salsa dancing, to a video",6.3,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/dancing
adult_03093,adult,khiêu vũ / nhảy,Dancing,"Square khiêu vũ, American Western, country","Square Dancing, American Western, country",5.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/dancing
adult_04001,adult,câu cá hunting,Fishing Hunting,"câu cá, chung","Fishing, general",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04005,adult,câu cá hunting,Fishing Hunting,"câu cá, crab câu cá","Fishing, crab fishing",4.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04007,adult,câu cá hunting,Fishing Hunting,"câu cá, catching fish với hands","Fishing, catching fish with hands",4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04010,adult,câu cá hunting,Fishing Hunting,"câu cá related, digging worms, với shovel","Fishing related, digging worms, with shovel",4.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04020,adult,câu cá hunting,Fishing Hunting,câu cá from river bank và đi bộ,Fishing from river bank and walking,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04030,adult,câu cá hunting,Fishing Hunting,"câu cá from boat hoặc canoe, ngồi","Fishing from boat or canoe, sitting",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04040,adult,câu cá hunting,Fishing Hunting,"câu cá from river bank, đứng (Taylor Code 660)","Fishing from river bank, standing (Taylor Code 660)",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04050,adult,câu cá hunting,Fishing Hunting,"câu cá trong stream, trong waders (Taylor Code 670)","Fishing in stream, in waders (Taylor Code 670)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/fishing-hunting
adult_04060,adult,câu cá hunting,Fishing Hunting,"câu cá, ice, ngồi","Fishing, ice, sitting",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04061,adult,câu cá hunting,Fishing Hunting,"câu cá, jig hoặc line, đứng, chung","Fishing, jig or line, standing, general",1.8,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04062,adult,câu cá hunting,Fishing Hunting,"câu cá, dip net, setting net và retrieving fish, chung","Fishing, dip net, setting net and retrieving fish, general",3.5,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04063,adult,câu cá hunting,Fishing Hunting,"câu cá, set net, setting net và retrieving fish, chung","Fishing, set net, setting net and retrieving fish, general",3.8,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04064,adult,câu cá hunting,Fishing Hunting,"câu cá, câu cá wheel, setting net và retrieving fish, chung","Fishing, fishing wheel, setting net and retrieving fish, general",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04065,adult,câu cá hunting,Fishing Hunting,"câu cá với a spear, đứng","Fishing with a spear, standing",2.3,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04070,adult,câu cá hunting,Fishing Hunting,"Hunting, bow và arrow hoặc crossbow","Hunting, bow and arrow or crossbow",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04080,adult,câu cá hunting,Fishing Hunting,"Hunting, deer, elk, large game (Taylor Code 170)","Hunting, deer, elk, large game (Taylor Code 170)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/fishing-hunting
adult_04081,adult,câu cá hunting,Fishing Hunting,"Hunting large game, dragging carcass","Hunting large game, dragging carcass",9.8,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/fishing-hunting
adult_04083,adult,câu cá hunting,Fishing Hunting,Hunting large marine animals,Hunting large marine animals,4.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04085,adult,câu cá hunting,Fishing Hunting,"Hunting, large game from a hunting stand, limited đi bộ","Hunting, large game from a hunting stand, limited walking",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04086,adult,câu cá hunting,Fishing Hunting,"Hunting large game from a car, plane, hoặc boat","Hunting large game from a car, plane, or boat",2.0,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04090,adult,câu cá hunting,Fishing Hunting,"Hunting, duck, wading","Hunting, duck, wading",2.5,MET,3.5,ml/kg/min,light,True,False,False,https://pacompendium.com/fishing-hunting
adult_04095,adult,câu cá hunting,Fishing Hunting,"Hunting flying fox, squirrel","Hunting flying fox, squirrel",3.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04100,adult,câu cá hunting,Fishing Hunting,"Hunting, chung","Hunting, general",5.0,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
adult_04110,adult,câu cá hunting,Fishing Hunting,"Hunting, pheasants hoặc grouse (Taylor Code 680)","Hunting, pheasants or grouse (Taylor Code 680)",6.0,MET,3.5,ml/kg/min,vigorous,False,False,False,https://pacompendium.com/fishing-hunting
adult_04115,adult,câu cá hunting,Fishing Hunting,Hunting birds,Hunting birds,3.3,MET,3.5,ml/kg/min,moderate,True,False,False,https://pacompendium.com/fishing-hunting
