food_id,source_name,name_vi,name_en,category_vi,category_en,item_type,processing_level,recommendation_priority,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg
FOOD000108,VTN_FCT_2007,Coca cola,Coca Cola,Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,89.4,42.0,0.0,0.0,10.4,0.0,,,,15.0,81.0,0.0,,,0.0,,,
FOOD000109,VTN_FCT_2007,Nước cam tươi,"Orange juice, fresh",Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,94.1,23.0,0.7,0.2,4.5,0.2,3.96,13.0,200.0,16.0,26.0,0.3,11.0,0.05,0.0,,,
FOOD000110,VTN_FCT_2007,Nước dừa non tươi,"Coconut milk, immature",Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,94.4,21.0,0.4,0.0,4.8,0.0,,,,29.0,60.0,0.3,,,0.0,,,
FOOD000111,VTN_FCT_2007,Nước ép cà chua,Tomato juice,Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,94.6,19.0,0.8,0.6,2.6,0.4,3.28,269.0,229.0,13.0,81.0,0.3,11.0,0.15,0.0,0.014,0.0,
FOOD000112,VTN_FCT_2007,Nước khoáng,Mineral water,Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,99.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,51.0,0.01,,,0.0,,,
FOOD000113,VTN_FCT_2007,Nước quít tươi,Mandarins juice (fresh),Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,93.8,24.0,0.4,0.2,5.1,0.2,5.39,13.0,178.0,24.0,20.0,0.2,8.0,0.03,0.0,,,
FOOD000114,VTN_FCT_2007,"Rượu cam, chanh (cồn 24,2 g)","Liqueur, orange flavor",Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,75.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,
FOOD000115,VTN_FCT_2007,Rượu nếp (80g/ 24 ml) (cồn 5 g),Rice glutinous (Alcohol fermentation rice 80 g water 24 ml),Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,52.4,167.0,4.0,0.0,37.7,0.2,,,,,,,,,0.0,,,
FOOD000117,VTN_FCT_2007,"Rượu vang đỏ (cồn 9,5 g)",Red wine,Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,88.0,9.0,0.2,0.0,2.0,0.0,,,,10.0,81.0,0.82,,,0.0,,,
FOOD000118,VTN_FCT_2007,"Rượu vang trắng (cồn 9,5 g)",White wine,Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,89.9,1.0,0.1,0.0,0.2,0.0,0.2,45.0,61.0,65.0,95.0,0.5,8.0,0.06,0.0,,,
FOOD000119,VTN_FCT_2007,Rượu vang trắng ngọt (cồn 10.2 g),"White wine, sweet",Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,83.4,24.0,0.2,0.0,5.9,0.0,5.9,13.0,110.0,13.0,14.0,0.58,11.0,0.06,0.0,,,
FOOD000120,VTN_FCT_2007,"Rượu Whisky (cồn 35,2 g)",Whisky liqueur,Nước giải khát,"Beverages, beer, wine",raw_ingredient,minimally_processed,high,64.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,,,,0.0,,,
FOOD000121,VTN_FCT_2007,Củ ấu,Water-caltrops,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,69.2,115.0,3.6,0.5,24.0,1.0,,,,49.0,91.0,0.7,,,0.0,,,
FOOD000122,VTN_FCT_2007,Củ cái,Yam winged,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,65.5,127.0,3.1,0.2,28.3,1.8,,12.0,397.0,32.0,20.0,2.9,20.0,11.0,0.0,,,
FOOD000124,VTN_FCT_2007,Củ sắn,Bitter cassava,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,60.0,152.0,1.1,0.2,36.4,1.5,,21.0,394.0,30.0,25.0,1.2,4.0,,0.0,,,
FOOD000125,VTN_FCT_2007,Củ sắn dây,Radix puerariae,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,60.3,119.0,1.6,0.1,28.0,9.2,,,,45.0,28.0,0.2,,,0.0,,,
FOOD000126,VTN_FCT_2007,Củ súng khô (đã bỏ vỏ),"Nymphaea stellata wild, dried, unshelled",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,8.6,350.0,16.1,0.5,70.3,2.3,,,,720.0,100.0,0.2,,,0.0,,,
FOOD000128,VTN_FCT_2007,Khoai lang,"Sweet potato, white",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,68.0,119.0,0.8,0.2,28.5,1.3,,31.0,210.0,49.0,34.0,1.0,201.0,0.2,0.0,0.111,0.0,
FOOD000129,VTN_FCT_2007,Khoai lang nghệ,"Sweet potato, yellow",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,69.9,116.0,1.2,0.3,27.1,0.8,,,,56.0,36.0,0.9,,,0.0,,,
FOOD000130,VTN_FCT_2007,Khoai môn,"Chinese Yam, spiny yam",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,70.8,109.0,1.5,0.2,25.2,1.2,,,,44.0,44.0,0.8,,,0.0,,,
FOOD000131,VTN_FCT_2007,Khoai nước,Water-taro,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,72.5,98.0,1.0,0.1,23.3,2.0,,,,35.0,52.0,0.2,,,0.0,,,
FOOD000133,VTN_FCT_2007,Khoai sọ,Taro tuber,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,69.0,114.0,1.8,0.1,26.5,1.2,,10.0,448.0,75.0,64.0,1.5,33.0,,0.0,,,
FOOD000134,VTN_FCT_2007,Khoai tây,"Potato, white",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,75.0,93.0,2.0,0.1,20.9,1.0,,71.0,396.0,50.0,10.0,1.2,32.0,0.3,0.0,,,16.0
FOOD000135,VTN_FCT_2007,Miến dong,Vermicelli from Bermuda tuber,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,14.5,332.0,0.6,0.1,82.2,1.5,,,,120.0,40.0,1.0,,,0.0,,,
FOOD000137,VTN_FCT_2007,Bột khoai lang,Sweet potato flour,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,14.0,334.0,2.2,0.5,80.2,1.6,,,,95.0,50.0,2.0,,,0.0,,,
FOOD000139,VTN_FCT_2007,Bột khoai tây (lọc),"Potato flour, white",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,13.6,345.0,1.0,0.3,84.4,0.4,,,,125.0,30.0,3.0,,,0.0,,,
FOOD000140,VTN_FCT_2007,Bột sắn,Cassava flour,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,14.0,333.0,2.4,0.5,79.6,2.2,43.9,134.0,1927.0,37.0,84.0,4.56,178.0,1.71,0.0,0.062,0.0,
FOOD000142,VTN_FCT_2007,Khoai lang khô,"Sweet potato, dried",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,11.0,333.0,2.2,0.5,80.0,3.6,,86.0,584.0,137.0,95.0,2.78,559.0,0.56,0.0,,,
FOOD000143,VTN_FCT_2007,Khoai tây khô,"Potato, white, dried",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,11.0,330.0,6.6,0.3,75.1,3.4,,25.0,1410.0,180.0,37.0,4.3,114.0,1.07,0.0,,,
FOOD000144,VTN_FCT_2007,Khoai tây lát chiên,"Potato crisp, fried",Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,3.0,525.0,2.2,35.4,49.3,6.3,,,,130.0,37.0,2.1,,,0.0,,,
FOOD000145,VTN_FCT_2007,Sắn khô,Dried bitter cassava,Khoai củ và sản phẩm chế biến,"Potatoes, sweet potatoes and processed products",raw_ingredient,minimally_processed,high,11.0,340.0,3.0,0.7,80.3,3.0,3.35,1.0,11.0,81.0,96.0,7.9,1.0,0.12,0.0,0.005,,
FOOD000147,VTN_FCT_2007,Cùi dừa già,"Coconut meat, mature, raw","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,47.6,368.0,4.8,36.0,6.2,4.2,,71.0,555.0,154.0,30.0,30.0,160.0,5.0,0.0,,,
FOOD000148,VTN_FCT_2007,Cùi dừa non,"Coconut meat, immature, raw","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,87.8,40.0,3.5,1.7,2.6,3.5,,,,53.0,41.0,1.0,,,0.0,,,
FOOD000149,VTN_FCT_2007,Đậu cô ve (hạt),"French bean seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,321.0,21.8,1.6,54.9,3.5,,,,360.0,96.0,,,,0.0,,,37.0
FOOD000150,VTN_FCT_2007,Đậu đen (hạt),"Black bean seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,325.0,24.2,1.7,53.3,4.0,,,,354.0,56.0,6.1,,,0.0,,,222.0
FOOD000151,VTN_FCT_2007,Đậu đũa (hạt),"Cow pea whole seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,320.0,23.7,2.0,51.9,4.3,,,,382.0,110.0,6.5,,,0.0,,,
FOOD000152,VTN_FCT_2007,Đậu Hà lan (hạt),"Peas garden and field, seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,13.6,318.0,22.2,1.4,54.1,6.0,,91.0,135.0,303.0,57.0,4.4,145.0,4.0,0.0,,,
FOOD000153,VTN_FCT_2007,Đậu tương (đậu nành),"Yellow dried soybean seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,400.0,34.0,18.4,24.6,4.5,,23.0,1504.0,690.0,165.0,11.0,236.0,3.8,0.0,,,
FOOD000154,VTN_FCT_2007,Đậu trắng hạt (Đậu Tây),"Kidney bean whole seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,327.0,23.2,2.1,53.8,3.6,,,,514.0,160.0,6.8,,,0.0,,,128.0
FOOD000155,VTN_FCT_2007,Đậu trứng cuốc,"Egg bird bean seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,321.0,25.8,2.0,50.0,4.8,,,,,,,,,0.0,,,
FOOD000156,VTN_FCT_2007,Đậu xanh (đậu tắt),"Mungo bean seeds, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,328.0,23.4,2.4,53.1,4.7,,61.0,1132.0,377.0,64.0,4.8,270.0,1.1,0.0,,,
FOOD000157,VTN_FCT_2007,Hạt dẻ to,"Chestnut, Chinese whole, raw","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,9.0,638.0,18.0,59.0,8.7,3.5,,,,510.0,61.0,2.3,,,0.0,,,
FOOD000158,VTN_FCT_2007,Hạt dẻ tươi,"Chestnut, Chinese whole, raw","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,44.0,223.0,4.2,1.1,49.1,,,33.0,447.0,96.0,18.0,1.41,84.0,0.87,0.0,,,
FOOD000159,VTN_FCT_2007,Hạt dẻ khô,"Chestnut, dried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,8.9,363.0,6.8,1.8,79.8,,,53.0,726.0,155.0,29.0,2.29,137.0,1.41,0.0,,,
FOOD000160,VTN_FCT_2007,Hạt đen,Black seed,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,12.0,472.0,17.3,29.0,35.5,3.5,1.1,2.0,523.0,255.0,84.0,3.12,201.0,3.37,0.0,3.483,,
FOOD000161,VTN_FCT_2007,Hạt điều,"Cashew nut, common","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,3.4,605.0,18.4,46.3,28.7,0.6,5.91,12.0,660.0,462.0,28.0,3.6,292.0,5.78,0.0,,,
FOOD000162,VTN_FCT_2007,Hạt mít,"Jack fruit, seed, raw","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,58.2,166.0,0.7,1.1,38.3,,,,,34.0,46.0,3.4,,,0.0,,,
FOOD000163,VTN_FCT_2007,Lạc hạt,Dried peanut seed,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,7.5,573.0,27.5,44.5,15.5,2.5,,41.0,421.0,420.0,68.0,2.2,185.0,1.9,0.0,,,74.0
FOOD000164,VTN_FCT_2007,Quả cọ tươi,Palm fruit fresh,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,67.1,178.0,2.3,13.4,12.1,3.5,,,,34.0,38.0,0.2,,,0.0,,,
FOOD000165,VTN_FCT_2007,Quả đại hái tươi,Hodgsonia fruit,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,35.0,427.0,20.0,38.0,1.2,3.4,,,,440.0,66.0,3.1,,,0.0,,,
FOOD000166,VTN_FCT_2007,"Vừng (đen, trắng)","Sesame oriental seeds, whole, dried black or white","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,7.6,568.0,20.1,46.4,17.6,3.5,0.3,11.0,468.0,629.0,975.0,14.55,351.0,7.75,0.0,,,62.0
FOOD000167,VTN_FCT_2007,Bột đậu tương đã loại béo (đậu nành),"Soybeans flour, defatted","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,14.0,321.0,49.0,1.0,29.0,2.5,,20.0,2384.0,602.0,247.0,7.6,290.0,2.46,0.0,,,
FOOD000168,VTN_FCT_2007,Bột đậu tương rang chín,Roasted soybeans flour,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,10.0,418.0,41.0,18.0,22.9,2.5,,,,540.0,189.0,7.5,,,0.0,,,
FOOD000169,VTN_FCT_2007,Bột đậu xanh,Mungo bean flour,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,10.0,347.0,24.6,2.5,56.5,3.9,,63.0,1185.0,100.0,50.0,1.0,283.0,1.15,0.0,,,
FOOD000170,VTN_FCT_2007,Bột lạc,Peanut flour,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,8.0,575.0,27.5,45.0,15.0,2.1,8.22,43.0,414.0,380.0,80.0,3.0,182.0,1.87,0.0,0.063,0.0,73.0
FOOD000171,VTN_FCT_2007,Đậu phụ,"Soybean curt cake pressed, raw","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,82.0,95.0,10.9,5.4,0.7,0.4,2.72,73.0,121.0,85.0,24.0,2.2,30.0,0.8,0.0,2.918,0.0,68.0
FOOD000172,VTN_FCT_2007,Đậu phụ chúc,Curd tofu concentrated,"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,18.5,414.0,50.2,20.8,6.5,0.3,,,,225.0,325.0,10.8,,,0.0,,,
FOOD000173,VTN_FCT_2007,Đậu phụ nướng,"Curd tofu, fried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,78.2,114.0,13.4,6.4,0.8,0.5,,,,167.0,370.0,4.7,,,0.0,,,
FOOD000174,VTN_FCT_2007,Hạt bí đỏ rang,"Pumpkin seeds, fried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,3.6,519.0,35.1,31.8,23.0,2.3,,,,900.0,235.0,2.2,,,0.0,,,
FOOD000175,VTN_FCT_2007,Hạt dưa đỏ rang (dưa hấu),"Water melon seeds whole, fried","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,4.8,551.0,31.8,39.1,18.0,1.8,,,,751.0,237.0,3.0,,,0.0,,,
FOOD000176,VTN_FCT_2007,"Hạt điều khô, chiên dầu","Cashew, common, roasted with oil","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,12.7,583.0,18.3,49.3,16.4,0.7,,,,411.0,32.0,3.9,,,0.0,,,
FOOD000177,VTN_FCT_2007,Sữa bột đậu nành,"Milk flour, made from roasted soybeans","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,3.5,405.0,31.1,9.7,48.2,2.2,,,,320.0,224.0,7.5,,,0.0,,,
FOOD000178,VTN_FCT_2007,Sữa đậu nành (100g đậu/lít),Soybean milk (100 g soybean/l),"Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,94.4,28.0,3.1,1.6,0.4,0.1,,55.0,124.0,36.0,18.0,1.2,25.0,0.44,0.0,,,
FOOD000179,VTN_FCT_2007,Tào phớ,"Tofu in light syrup (Tofu 160g, sirup 65ml)","Hạt, quả giàu đạm/béo và sản phẩm chế biến","Nuts, high protein/fat fruits and processed products",raw_ingredient,minimally_processed,high,90.0,37.0,2.3,0.2,6.4,0.2,,,,150.0,92.0,0.3,,,0.0,,,
FOOD000180,VTN_FCT_2007,Bầu,"Calabash, Bottle gourd","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,95.1,14.0,0.6,0.02,2.9,1.0,,23.0,150.0,25.0,21.0,0.2,11.0,0.7,0.0,,,
FOOD000182,VTN_FCT_2007,Bí ngô,Pumpkin squash,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,92.0,27.0,0.3,0.1,6.1,0.7,1.4,81.0,349.0,16.0,24.0,0.5,10.0,0.1,0.0,8.659,0.064,
FOOD000183,VTN_FCT_2007,Cà bát,"Egg plant big, Brinja aubergine","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,92.5,23.0,1.2,0.2,4.0,1.5,,23.0,230.0,16.0,12.0,0.7,14.0,0.16,0.0,,,
FOOD000184,VTN_FCT_2007,Cà chua,Tomato,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,94.0,20.0,0.6,0.2,4.0,0.8,2.63,12.0,275.0,26.0,12.0,1.4,15.0,0.74,0.0,,,11.0
FOOD000186,VTN_FCT_2007,"Cà rốt (củ đỏ, vàng)",Carrots,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,88.5,39.0,1.5,0.2,7.8,1.2,4.54,52.0,266.0,39.0,43.0,0.8,12.0,1.11,0.0,0.032,0.0,17.0
FOOD000187,VTN_FCT_2007,Cà rốt khô,Dried carrot,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,14.0,292.0,9.2,1.5,60.4,9.6,,,,292.0,323.0,5.9,,,0.0,,,
FOOD000189,VTN_FCT_2007,Cải bắp,"Cabbage, common","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,90.0,29.0,1.8,0.1,5.3,1.6,3.58,28.0,190.0,31.0,48.0,1.1,13.0,0.81,0.0,0.034,0.0,22.0
FOOD000190,VTN_FCT_2007,Cải bắp đỏ,"Cabbage, red","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,84.0,45.0,1.9,0.2,9.0,4.0,3.91,27.0,243.0,42.0,83.0,0.5,16.0,0.22,0.0,,,32.0
FOOD000191,VTN_FCT_2007,Cải bắp khô,"Dried cabbage, white","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,16.0,245.0,18.0,1.6,39.7,14.0,,,,106.0,300.0,7.5,,,0.0,,,
FOOD000193,VTN_FCT_2007,Cải soong,Watercress,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,93.7,15.0,2.1,0.1,1.3,2.0,0.2,85.0,211.0,28.0,69.0,1.6,21.0,0.8,0.0,0.027,0.0,28.0
FOOD000194,VTN_FCT_2007,Cải thìa (cải trắng),"Chinese cabbage, white","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,93.2,17.0,1.4,0.2,2.4,1.8,1.18,25.0,200.0,30.0,50.0,0.7,25.0,0.75,0.0,,,
FOOD000195,VTN_FCT_2007,Cải xanh,"Mustard greens, India, leaves and stems","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,93.8,16.0,1.7,0.2,1.9,1.8,1.6,29.0,221.0,14.0,89.0,1.9,23.0,0.9,0.0,,,
FOOD000197,VTN_FCT_2007,Cần tây,"Celery, Chinese","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,85.0,48.0,3.7,0.2,7.9,1.5,1.83,96.0,326.0,128.0,325.0,8.0,18.0,0.3,0.0,,,
FOOD000198,VTN_FCT_2007,Chuối xanh,"Banana common varieties, unripe","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,80.2,74.0,1.2,0.5,16.4,1.0,1.95,13.0,256.0,27.0,26.0,0.4,17.0,0.25,0.0,,,
FOOD000200,VTN_FCT_2007,Củ cải trắng,"Radish garden while, raw","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,92.1,21.0,1.5,0.1,3.6,1.5,2.5,10.0,242.0,41.0,40.0,1.1,15.0,0.2,0.0,,,
FOOD000201,VTN_FCT_2007,Củ cải trắng khô,"Dried radish, white","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,16.0,220.0,17.6,1.5,33.9,17.7,,278.0,3494.0,204.0,629.0,6.73,170.0,2.13,0.0,,,
FOOD000206,VTN_FCT_2007,Dưa chuột,Cucumber,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,95.0,16.0,0.8,0.1,2.9,0.7,1.67,13.0,169.0,27.0,23.0,1.0,15.0,0.18,0.0,0.078,0.0,74.0
FOOD000208,VTN_FCT_2007,Đậu cô ve,"Beans, kidney, in pod, French bean; Navy been","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,80.0,73.0,5.0,0.275,13.3,1.0,,96.0,254.0,122.0,26.0,0.7,26.0,0.01,0.0,,,37.0
FOOD000209,VTN_FCT_2007,Đậu đũa,"Cow-peas, yard long, Chinese long bean","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,83.0,59.0,6.0,0.4,7.9,2.0,,51.0,194.0,16.0,47.0,1.6,36.0,0.37,0.0,,,
FOOD000210,VTN_FCT_2007,Đậu Hà Lan,Green peas; field pea; Peas garden,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,81.0,72.0,6.5,0.4,10.6,1.0,5.67,53.0,244.0,43.0,57.0,0.8,33.0,1.24,0.0,,,
FOOD000211,VTN_FCT_2007,Đậu rồng (quả non),"Winged bean goabean, Indies, asparagus pea","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,89.5,34.0,1.9,0.1,6.3,1.6,,,,60.0,63.0,1.3,,,0.0,,,
FOOD000213,VTN_FCT_2007,Gấc,"Gac fruit, whole","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,77.0,122.0,2.1,7.9,10.5,1.8,,,,61.0,56.0,1.2,,,0.0,,,
FOOD000214,VTN_FCT_2007,Giá đậu tương,Sprout of soybeans,"Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,80.8,79.0,7.7,1.8,8.0,0.7,,14.0,484.0,58.0,52.0,1.1,72.0,1.17,0.0,,,80.0
FOOD000215,VTN_FCT_2007,Giá đậu xanh,"Mungobean sprouts, Green gram, Tiensin green bean","Rau, quả, củ dùng làm rau",Vegetables and vegetable products,raw_ingredient,minimally_processed,high,86.5,44.0,5.5,0.2,5.1,2.0,4.13,23.0,164.0,91.0,38.0,1.4,17.0,0.41,0.0,,,
